stock_code,stockId,name,market
65007,1000269113,UB#HSI  RC2808F,SEHK
65011,1000275888,SG#JDCOMRP2812J,SEHK
65018,1000257415,CI#HSI  RC2809D,SEHK
65020,1000269139,JP#TENCTRC2607H,SEHK
00690,1602,UNI-BIO GROUP,SEHK
06908,1000014316,HG SEMI,SEHK
06909,1000102036,BETTERLIFE HLDG,SEHK
69002,1000277562,BP#SMIC RP2712L,SEHK
69010,1000232111,SG#TRAHKRC2511B,SEHK
69012,1000277788,CI#HSI  RC28086,SEHK
69016,1000264495,GJ#HSI  RC2712Q,SEHK
69017,1000259411,BI#HSI  RC2712F,SEHK
69020,1000259380,BI#HSI  RC2712J,SEHK
69021,1000259401,BI#HSI  RC2712W,SEHK
00750,30039,SFSY ENERGY,SEHK
07500,225296,FI2 CSOP HSI,SEHK
00710,1667,BOE VARITRONIX,SEHK
00720,1687,AUTO ITALIA,SEHK
07200,152871,FL2 CSOP HSI,SEHK
00730,1711,CAPITAL IND FIN,SEHK
07300,152872,FI CSOP HSI,SEHK
00760,1879,TALENT PPT GP,SEHK
00770,1942,SHANGHAI GROWTH,SEHK
07709,1000276797,XL2CSOPHYNIX,SEHK
00780,205645,TONGCHENGTRAVEL,SEHK
00810,1959,CH CASTSON 81,SEHK
08100,5287,FAMOUS TECH INT,SEHK
08103,5290,HMVOD,SEHK
08106,5291,SHENGHUA LANDE,SEHK
08107,184734,FICUS TECH,SEHK
81024,1000194505,KUAISHOU-WR,SEHK
08005,5209,YUXING INFOTECH,SEHK
08006,5210,SINO SPLENDID,SEHK
08007,5211,GLOBALSTRAT,SEHK
80011,1000194655,HANGSENG BANK-R,SEHK
80016,1000194656,SHK PPT-R,SEHK
80020,1000194657,SENSETIME-WR,SEHK
08200,6760,SAU SAN TONG,SEHK
08201,89297,PPS INT'L,SEHK
08203,6999,KAISUN HOLDINGS,SEHK
08205,5361,JIAODA WITHUB,SEHK
08206,5362,S ROBOT EDU,SEHK
08208,1000002245,WMCH GLOBAL,SEHK
82020,1000194660,ANTA SPORTS-R,SEHK
00830,46159,CSC DEVELOPMENT,SEHK
08300,143912,JIN MI FANG GP,SEHK
08305,189310,ST HLDGS,SEHK
08307,116239,MEDICSKIN,SEHK
08308,138213,GUDOU HLDGS,SEHK
08309,153237,MANSHING GLOBAL,SEHK
83001,1000089876,PP CNUSDPROP-R,SEHK
83005,1000028363,X CSOPCSI500-R,SEHK
83010,146474,ISHARES AXJ-R,SEHK
83012,139212,AMUNDI HK35-R,SEHK
00840,17569,TIANYE WATER,SEHK
08400,166181,ASIA PIONEER,SEHK
08401,180965,STREAM IDEAS,SEHK
08402,158004,PLATEAU TL,SEHK
08403,187485,DOWWAY,SEHK
08406,157836,CHINA ORAL IND,SEHK
08500,1000019536,ICONCULTURE,SEHK
08501,170880,SANBASE CORP,SEHK
08502,189311,OCEAN LINE PORT,SEHK
08507,182257,I.CENTURY HLDG,SEHK
08509,171859,WINE'S LINK,SEHK
85000,1000243805,HF24 I B2712-R,SEHK
85001,1000245388,AIRAUTH N3501-R,SEHK
85002,1000245389,AIRAUTH N5501-R,SEHK
85003,1000245615,ZC LM B2801-R,SEHK
85004,1000246052,HUAIAN N2801-R,SEHK
00910,2156,CHINA SANDI,SEHK
09104,1000239757,A GX EM ASIA-U,SEHK
09107,1000216374,BOS 20 UST A-U,SEHK
00860,2044,APOLLO FMG,SEHK
08601,197550,BOLTEK,SEHK
08603,200894,FAMEGLOW,SEHK
08606,191118,KINETIX SYSTEMS,SEHK
86002,1000093525,BOCL N2604B-R,SEHK
86019,1000120950,SZ GOVT B2610-R,SEHK
86022,1000127405,HKGB GR 2611-R,SEHK
89001,1000195980,PRC B2606-R,SEHK
89002,1000195981,PRC B3306-R,SEHK
89003,1000199939,PRC B2808-R,SEHK
89004,1000218593,PRC B2603-R,SEHK
89005,1000218594,PRC B2703-R,SEHK
89006,1000218595,PRC B2903-R,SEHK
89007,1000218596,PRC B3403-R,SEHK
89008,1000249229,PRC B2702-R,SEHK
89009,1000249230,PRC B2802-R,SEHK
89010,1000249231,PRC B3002-R,SEHK
87001,61711,HUI XIAN REIT,SEHK
00880,21374,SJM HOLDINGS,SEHK
00970,2290,NEW SPARKLEROLL,SEHK
00980,6279,LIANHUA,SEHK
09801,1000110371,ISHARES CHINA-U,SEHK
09803,1000007235,PP BEDROCK-U,SEHK
09804,1000003142,PREMIA VIET-U,SEHK
09806,1000020904,GX CN CONSUME-U,SEHK
09807,1000051822,GX CN ROBO&AI-U,SEHK
09809,1000020905,GX CN CLN EN-U,SEHK
00990,2321,DEEP SOURCE,SEHK
09900,1000019183,ZCLOUD TECH CON,SEHK
09901,1000062749,NEW ORIENTAL-S,SEHK
09906,1000044861,HONLIV HEALTH,SEHK
09908,1000039571,JIAXING GAS,SEHK
09909,1000018101,POWERLONG CM,SEHK
00960,40632,LONGFOR GROUP,SEHK
09600,1000069426,NEWLINK TECH,SEHK
09606,1000254492,DUALITYBIO-B,SEHK
09608,1000071601,SUNDY SERVICE,SEHK
09609,1000282436,HAIWEI ELEC,SEHK
09403,1000170373,CAM HSI ESG-U,SEHK
09404,1000233155,CAM MSCIINDIA-U,SEHK
09406,1000271125,PA TECHSELECT-U,SEHK
01010,2350,SKY BLUE 11,SEHK
01127,63995,LION ROCK GROUP,SEHK
10100,1000283413,UB-N225@EP2606F,SEHK
10101,1000283455,UB-N225@EP2606G,SEHK
10102,1000283499,UB-N225@EP2606H,SEHK
00950,47399,LEE'S PHARM,SEHK
01020,49632,CYBERNAUT INT'L,SEHK
10002,1000273754,UB-N225@EC2603D,SEHK
10003,1000273691,SG-META@RC2604A,SEHK
10004,1000273628,SG-AMZN@RC2604A,SEHK
10005,1000273568,UB-N225@EC2606A,SEHK
10006,1000273757,UB-N225@EC2606B,SEHK
10007,1000273994,JP-S&P @EC2603B,SEHK
10008,1000274126,JP-S&P @EP2603B,SEHK
10009,1000274082,JPNQ100@EP2603B,SEHK
01030,80511,SEAZEN,SEHK
01080,41571,SHENGLI PIPE,SEHK
01070,2427,TCL ELECTRONICS,SEHK
10700,1000262889,SG-AMZN@RP2603A,SEHK
10701,1000263140,JP-N225@EP2512C,SEHK
10703,1000263552,UB-N225@EP2512C,SEHK
10706,1000263859,MS-N225@EP2512C,SEHK
10708,1000264305,JPEURUS@EC2601A,SEHK
10709,1000264359,JPUSYEN@EC2512A,SEHK
01060,2414,DAMAI ENT,SEHK
10603,1000254009,JPYENHK@EP2512A,SEHK
10605,1000254887,BPYENHK@EC2511A,SEHK
10608,1000255077,JPYENHK@EC2511A,SEHK
10609,1000255502,JPNQ100@EP2512A,SEHK
01050,2395,KARRIE INT'L,SEHK
01110,55810,KINGWORLD,SEHK
01120,2522,ARTS OPTICAL,SEHK
01090,55987,DA MING INT'L,SEHK
10900,1000261546,SGTSLA@RC2606A$,SEHK
10901,1000261864,SGTSLA@RP2612A$,SEHK
10902,1000262250,SGNVDA@RC2605A$,SEHK
10903,1000262185,SGNVDA@RP2612A$,SEHK
01130,2541,CHINA ENV RES,SEHK
01170,2615,KINGMAKER,SEHK
01140,2562,WEALTHINK AI,SEHK
01150,62470,MILAN STATION,SEHK
01160,7312,GOLDSTONE CAP,SEHK
01180,2639,PARADISE ENT,SEHK
01220,2717,ZHIDAO INT'L,SEHK
01260,73097,WONDERFUL SKY,SEHK
01250,89020,SDHS NEW ENERGY,SEHK
01240,78845,CNQC INT'L,SEHK
01270,88318,LANGHAM-SS,SEHK
13009,1000278063,SGALIBA@EC2603F,SEHK
01310,120151,HKBN,SEHK
13105,1000184236,CTTENCT@EC2601A,SEHK
13106,1000277931,JP-SMIC@EC2607A,SEHK
13108,1000245209,JP-CCB @EC2605A,SEHK
13109,1000278056,JPSPDRG@EP2605A,SEHK
01290,95415,CHINA HUIRONG,SEHK
13200,1000245630,HS-SMIC@EC2608A,SEHK
13204,1000245711,BPXIAMI@EC2612A,SEHK
13205,1000245694,CI-WPC @EC2512A,SEHK
13208,1000278151,UBALIBA@EC2609A,SEHK
01280,46008,QIDIAN GUOFENG,SEHK
01370,96602,AOWEI HOLDING,SEHK
13705,1000278408,HUYKENR@EC2607A,SEHK
13707,1000247897,CTCLIFE@EP2511A,SEHK
13602,1000278195,HULIAUT@EC2604A,SEHK
13604,1000278243,HUGRPHA@EC2609A,SEHK
13609,1000247531,UBCITSE@EC2602A,SEHK
01330,107708,DYNAGREEN ENV,SEHK
13302,1000246172,CTALIBA@EC2512B,SEHK
13306,1000246231,CI-SMIC@EC2603A,SEHK
13307,1000246212,CI-ZTE @EC2612A,SEHK
01340,101611,HUISHENG INTL,SEHK
13402,1000278139,BPALIBA@EC2609A,SEHK
13407,1000246803,UB-CCB @EC2605A,SEHK
13409,1000246755,JPALIBA@EC2512C,SEHK
01420,141236,CHUAN HOLDING,SEHK
14200,1000249613,UBXIAMI@EP2606A,SEHK
14201,1000249692,UBTENCT@EP2612A,SEHK
14205,1000249608,MB-CTEL@EP2512A,SEHK
14207,1000249529,MB-CUNI@EP2512A,SEHK
14208,1000249444,CTXIAMI@EP2606A,SEHK
01410,1000018762,EDVANCE INTL,SEHK
14102,1000249227,MB-TCL @EC2512A,SEHK
14103,1000278417,CIXIAMI@EC2608B,SEHK
14305,1000249841,CT-CTEL@EC2609A,SEHK
14306,1000249935,HS-SUNY@EC2512A,SEHK
14307,1000249890,HS-AAC @EC2512B,SEHK
13506,1000247022,UBSPDRG@EC2603A,SEHK
13906,1000248665,HU-CICC@EC2512A,SEHK
01440,1000070839,STAR SHINE HLDG,SEHK
14401,1000250282,CI-CLIT@EC2607A,SEHK
14402,1000250348,CISMORE@EC2512A,SEHK
14404,1000278444,BP-GCL @EC2603A,SEHK
01380,60232,CHI KINGSTONE,SEHK
13802,1000248190,GJMTUAN@EC2512A,SEHK
13807,1000278306,HUAMCS3@EC2609A,SEHK
13808,1000248204,HU-SMIC@EC2512A,SEHK
13809,1000278411,HUCITSE@EC2602B,SEHK
01460,146517,ICO GROUP,SEHK
14609,1000251092,JP-CLIT@EC2607A,SEHK
01450,108213,BE FRIENDS HLDG,SEHK
14509,1000250719,MB-CGS @EC2512A,SEHK
01470,123590,PROSPER ONE,SEHK
14700,1000278422,CT-HSBC@EC2609A,SEHK
14707,1000251680,MSTENCT@EP2612A,SEHK
15007,1000253007,CTMTUAN@EC2511A,SEHK
15102,1000278773,DSHUAHO@EC2604A,SEHK
15108,1000253667,CTZIJIN@EP2603A,SEHK
01490,1000069425,AI X TECH,SEHK
14905,1000252718,CIFEIHE@EC2512A,SEHK
14906,1000252635,CIZIJIN@EC2601A,SEHK
01540,200188,LEFTFIELD PRINT,SEHK
15403,1000254846,JPXIAMI@EC2605A,SEHK
15409,1000278627,BIMTUAN@EP2612A,SEHK
01530,125086,3SBIO,SEHK
15301,1000254507,DS-MNSO@EC2601A,SEHK
15304,1000278552,BIXIAMI@EC2606B,SEHK
15306,1000278693,BIXIAMI@EP2607A,SEHK
01480,115347,YAN TAT GROUP,SEHK
14802,1000278428,HSGANFE@EC2605A,SEHK
14806,1000278776,HSXIAMI@EC2612A,SEHK
14808,1000252178,HS-CMOB@EC2512B,SEHK
01570,138694,WEIYE HOLDINGS,SEHK
01580,148893,DA SEN HLDGS,SEHK
15804,1000256483,UBALIBA@EC2512D,SEHK
15505,1000255299,UBTENCT@EC2608A,SEHK
15509,1000255221,SGXIAMI@EC2605A,SEHK
01560,142609,STAR GROUP ASIA,SEHK
15606,1000255576,CTTENCT@EC2606A,SEHK
15608,1000255556,CT-HSBK@EC2512A,SEHK
15609,1000255617,CT-SMIC@EC2512A,SEHK
01620,189309,CINESE INTL,SEHK
16203,1000258097,MBZHJIN@EC2512B,SEHK
16205,1000278753,HSPOMRT@EP2604A,SEHK
16206,1000258193,MB-WPC @EC2606A,SEHK
16207,1000258232,CI-GCL @EC2602A,SEHK
16209,1000258135,CIYKENR@EC2605A,SEHK
01630,156445,KIN SHING HLDGS,SEHK
16300,1000258733,MB-JDHI@EC2609A,SEHK
16301,1000258627,HUAKESO@EC2602A,SEHK
16303,1000278614,HSPOMRT@EC2604A,SEHK
16305,1000258727,CTZIJIN@EC2512A,SEHK
16308,1000258675,DSSPDRG@EC2602A,SEHK
15901,1000257064,UB-SUNY@EC2604A,SEHK
15902,1000256887,MBANTAS@EC2603A,SEHK
15903,1000257006,MBGANFE@EC2512A,SEHK
15904,1000256947,MB-OOIL@EC2605A,SEHK
15905,1000257063,MBCMOLY@EC2605A,SEHK
15906,1000256888,MB-NCI @EC2601A,SEHK
01640,1000013861,QIAN XUN TECH,SEHK
16401,1000259097,HSSPDRG@EC2602A,SEHK
16403,1000259085,CT-BYD @EC2602A,SEHK
16404,1000259096,SGZIJIN@EC2512A,SEHK
01520,125040,VIRTUAL MIND,SEHK
15209,1000254156,BI-BYD @EC2512A,SEHK
01610,146950,COFCO JOYCOME,SEHK
16103,1000257737,HUSPDRG@EC2603A,SEHK
16105,1000257689,HUZIJIN@EC2601A,SEHK
01660,151189,SEVEN ELEMENTS,SEHK
16600,1000260214,JPHDLIH@EC2511A,SEHK
16601,1000260276,JP-AIA @EP2607A,SEHK
16602,1000260086,JP-AAC @EP2612A,SEHK
16603,1000260159,JPTCTRA@EC2512A,SEHK
16604,1000260224,JPTENCT@EP2511A,SEHK
16607,1000260088,CT-HKEX@EP2512A,SEHK
16609,1000192430,JPTENCT@EC2512A,SEHK
01650,1000019986,HYGIEIA GROUP,SEHK
16501,1000259678,BP-ICBC@EC2512A,SEHK
16502,1000259660,JPCSHEN@EC2601A,SEHK
16701,1000260668,BIKINGD@EC2601A,SEHK
16703,1000260759,BI-ICBC@EC2512B,SEHK
16709,1000260760,CI-BYD @EP2612A,SEHK
01680,89728,MACAU LEGEND,SEHK
16802,1000192828,BPTENCT@EC2601A,SEHK
16804,1000260956,UB-BOCL@EC2601A,SEHK
16805,1000261019,CTTENCT@EC2512C,SEHK
01720,166175,PUTIAN COMM,SEHK
17200,1000262225,CI-BYD @EC2511A,SEHK
17201,1000262162,MBFOPHA@EC2602A,SEHK
17202,1000262131,MSHSTEC@EP2511A,SEHK
17204,1000262246,MS-HSI @EP2511A,SEHK
17205,1000262164,MSHSTEC@EC2511A,SEHK
17206,1000262149,MSPINAN@EC2601A,SEHK
17207,1000262213,MS-AIA @EC2607A,SEHK
17208,1000278843,UB-SBPH@EC2610A,SEHK
17209,1000262233,BIALIBA@EC2602A,SEHK
01710,167445,TRIO IND ELEC,SEHK
17101,1000261965,MB-CUNI@EC2602A,SEHK
17102,1000261886,MBSUNTI@EC2609A,SEHK
17104,1000261941,MBHDLIH@EC2512A,SEHK
17105,1000261966,MB-AAC @EC2606A,SEHK
17106,1000261887,MBTCTRA@EC2512A,SEHK
17108,1000261937,HU-GWMC@EC2605A,SEHK
17109,1000261959,BIPOMRT@EP2706A,SEHK
01780,222081,RONGZUN INT'L H,SEHK
17800,1000264116,SGSANDS@EC2604A,SEHK
17801,1000264035,SG-TRIP@EC2610A,SEHK
17802,1000264147,SG-CNBM@EC2609A,SEHK
17803,1000264252,HS-SUNY@EC2604A,SEHK
17804,1000264203,HS-SMIC@EC2606A,SEHK
17807,1000264255,MS-CCB @EP2610A,SEHK
17808,1000264206,MSCLIFE@EP2602A,SEHK
17809,1000264230,MSPOMRT@EC2610A,SEHK
01750,185015,REM GROUP HLDGS,SEHK
17500,1000263169,HSPOMRT@EP2706A,SEHK
17501,1000263198,BP-CCB @EC2602A,SEHK
17502,1000194672,SGTENCT@EC2512B,SEHK
17503,1000263134,BP-PAHT@EC2603A,SEHK
17504,1000263228,BPMIXUE@EC2512A,SEHK
17506,1000263165,BPPETCH@EC2601A,SEHK
17507,1000263197,BPKUASO@EC2607A,SEHK
17508,1000263133,BP-TRIP@EC2610A,SEHK
17509,1000263230,DSMIXUE@EC2512A,SEHK
17008,1000261681,CILIAUT@EC2602A,SEHK
01690,177057,LAP KEI ENGRG,SEHK
16901,1000261254,SG-BYD @EP2612A,SEHK
16903,1000261324,SGPOMRT@EC2511B,SEHK
16904,1000261283,HS-CATL@EC2612A,SEHK
16905,1000261249,HS-CATL@EC2511E,SEHK
16906,1000261218,JP-BYD @EP2606A,SEHK
16908,1000261288,JPCLIFE@EC2607A,SEHK
01740,1000018968,VALUES CULTURAL,SEHK
17401,1000262910,BPPINAN@EC2601A,SEHK
17404,1000262939,UB-CTWR@EC2512A,SEHK
17407,1000262893,UB-CMOB@EC2604A,SEHK
17408,1000194413,JPTENCT@EC2512B,SEHK
17409,1000262938,SGPOMRT@EC2511C,SEHK
17300,1000262542,HUSENTM@EC2601A,SEHK
17301,1000262431,HU-NWD @EC2606A,SEHK
17302,1000262468,HUCSOFT@EC2512B,SEHK
17303,1000262500,CI-XYS @EC2512A,SEHK
17304,1000262538,CT-HSI @EP2511A,SEHK
17306,1000262463,CT-LINK@EC2512A,SEHK
17307,1000262505,UB-MNIU@EC2512A,SEHK
17308,1000262536,BP-BYD @EC2605A,SEHK
17309,1000262424,BP-BYD @EC2512C,SEHK
18003,1000264927,BPXIAMI@EC2601C,SEHK
18005,1000264869,HSXIAMI@EC2512B,SEHK
18006,1000264841,JP-PICC@EC2602A,SEHK
18007,1000264933,JPBAIDU@EC2603A,SEHK
18009,1000264971,JPMTUAN@EC2603A,SEHK
01760,191129,INTRON TECH,SEHK
17600,1000263575,HUMIXUE@EC2512C,SEHK
17601,1000263611,HUPETCH@EC2512A,SEHK
17602,1000263543,HUZIJIN@EC2512A,SEHK
17604,1000263580,MB-SBPH@EC2512A,SEHK
17606,1000263542,HU-CTFJ@EC2606A,SEHK
17607,1000263503,GJCNOOC@EC2602A,SEHK
17608,1000263570,GJPETCH@EC2512A,SEHK
17609,1000263606,CT-TRIP@EC2610A,SEHK
01790,202346,TIL ENVIRO,SEHK
17900,1000264628,CTMTUAN@EP2512A,SEHK
17902,1000264550,CI-GTHT@EC2602A,SEHK
17904,1000264627,BIXIAMI@EP2512B,SEHK
17905,1000264668,BI-CICC@EC2512A,SEHK
17906,1000264548,BI-CCB @EC2602A,SEHK
17907,1000264588,BIXIAMI@EP2602A,SEHK
17909,1000264672,HU-NWD @EC2601A,SEHK
01810,190371,XIAOMI-W,SEHK
18102,1000265247,HSALIBA@EC2602A,SEHK
18103,1000265318,HSMTUAN@EC2512B,SEHK
18104,1000265284,HS-BOCL@EC2512B,SEHK
18105,1000265222,UBALIBA@EC2602A,SEHK
18106,1000265257,UBSANDS@EP2606A,SEHK
18107,1000265327,UB-BYD @EC2512C,SEHK
18108,1000265292,UBKINGD@EC2601A,SEHK
18109,1000265218,MSPINAN@EC2601B,SEHK
17700,1000263808,SGPOMRT@EC2611A,SEHK
17701,1000263827,BIPOMRT@EC2610A,SEHK
17703,1000263854,BI-CATL@EP2512B,SEHK
17704,1000263776,BIALIBA@EP2604A,SEHK
17706,1000263833,UBXIAMI@EP2512A,SEHK
17707,1000263861,UBCLIFE@EP2602A,SEHK
17708,1000263783,UB-BYD @EC2512B,SEHK
01820,209024,PM PACKAGING,SEHK
18200,1000265534,BIMTUAN@EC2512E,SEHK
18201,1000265511,HUKSOFT@EC2609A,SEHK
18202,1000265486,MBALIHI@EC2606A,SEHK
18204,1000265570,HU-LUYE@EC2608A,SEHK
18205,1000265535,BPAKESO@EC2606A,SEHK
18206,1000265508,HS-GEG @EC2601A,SEHK
18207,1000278925,HU-JDL @EC2611A,SEHK
18208,1000265479,JPMTUAN@EC2512C,SEHK
18209,1000265573,JPCMOLY@EC2602B,SEHK
18400,1000266343,MBAKESO@EC2601A,SEHK
18401,1000266254,GJALIBA@EP2512A,SEHK
18402,1000266219,MSGEELY@EP2606A,SEHK
18403,1000266303,MS-ICBC@EP2601A,SEHK
18404,1000266344,MS-CCB @EC2609A,SEHK
18405,1000266250,BI-SUNY@EC2512B,SEHK
18406,1000266208,BITENCT@EC2603A,SEHK
18407,1000266302,MBKUASO@EP2602A,SEHK
18408,1000266335,DSMTUAN@EP2603A,SEHK
01830,69865,PERFECT MEDICAL,SEHK
18300,1000265918,UBXPENG@EC2606A,SEHK
18301,1000265838,UB-CATL@EC2601A,SEHK
18302,1000265892,DSTRAHK@EC2603A,SEHK
18303,1000265864,GJ-BYD @EC2511B,SEHK
18304,1000265917,GJPINAN@EP2512A,SEHK
18305,1000265837,CT-AIA @EC2611A,SEHK
18306,1000265891,BI-GEG @EC2601A,SEHK
18308,1000265866,BIBYDEI@EC2601A,SEHK
18309,1000265919,BI-CATL@EP2601A,SEHK
01870,1000013224,ACME INTL HLDGS,SEHK
18700,1000267384,BICMOLY@EC2601A,SEHK
18701,1000267541,BITENCT@EP2601A,SEHK
18702,1000267491,GJKUASO@EC2512A,SEHK
18704,1000267440,GJGEELY@EC2601B,SEHK
18705,1000267387,GJ-SMIC@EC2603A,SEHK
18706,1000267549,JPALIBA@EP2512B,SEHK
18707,1000267494,HU-SZIG@EC2606A,SEHK
18708,1000267443,HUFOPHA@EC2603A,SEHK
18709,1000267391,HU-CGS @EC2512C,SEHK
01850,214942,HSC RESOURCES,SEHK
18500,1000266579,HU-J&T @EC2604A,SEHK
18501,1000266549,HU-GBHC@EC2601A,SEHK
18502,1000266520,BI-HKEX@EC2512C,SEHK
18503,1000266610,BIPINAN@EC2601C,SEHK
18504,1000266582,MB3SBIO@EC2606A,SEHK
18505,1000266550,BPPINAN@EC2601C,SEHK
18506,1000266521,BP-CSPC@EC2602A,SEHK
18507,1000266611,BPSANDS@EC2607A,SEHK
18508,1000266583,MBLIAUT@EP2601A,SEHK
01920,1000004713,CHINA WACAN,SEHK
19201,1000269088,HSXIAMI@EC2608A,SEHK
19202,1000269157,UB-HKEX@EC2603A,SEHK
19203,1000269198,UB-SHKP@EC2606A,SEHK
19204,1000269125,UBLENOV@EP2603A,SEHK
19205,1000269087,GJ-BYD @EP2512A,SEHK
19206,1000269160,GJ-HSBC@EC2601A,SEHK
19207,1000269199,CI-MGMC@EC2604A,SEHK
19208,1000269127,CI-SMIC@EC2602A,SEHK
19209,1000269097,MSSANDS@EC2607A,SEHK
19002,1000268286,CT-CCB @EC2612A,SEHK
19003,1000268387,CT-BYD @EC2511A,SEHK
19004,1000268235,CT-BYD @EC2611A,SEHK
19005,1000268337,CTPINAN@EC2602A,SEHK
19006,1000268287,CTXIAMI@EC2511A,SEHK
19007,1000268388,CTPINAN@EP2601A,SEHK
19008,1000268234,CT-HSBK@EC2610A,SEHK
01880,1000163062,CTG DUTY-FREE,SEHK
18800,1000267870,MBPINAN@EP2601A,SEHK
18801,1000267848,MB-NCI @EP2601A,SEHK
18802,1000267768,MB-AIA @EP2602A,SEHK
18804,1000267816,MB-CATL@EC2602A,SEHK
18805,1000267887,UBPINAN@EP2601A,SEHK
18806,1000267851,UBHSTEC@EP2601A,SEHK
18807,1000267783,UBCLIFE@EP2605A,SEHK
18808,1000267818,UB-HKEX@EP2601A,SEHK
18809,1000267886,UBTENCT@EP2601B,SEHK
01860,205991,MOBVISTA,SEHK
18600,1000266998,UBCSA50@EC2610A,SEHK
18601,1000267072,UBXPENG@EP2601A,SEHK
18602,1000267033,JPBOCHK@EC2512A,SEHK
18604,1000266959,JPUBTEC@EC2601A,SEHK
18605,1000266997,JP-BYD @EP2601A,SEHK
18607,1000267034,JPLIAUT@EP2606A,SEHK
01910,63247,SAMSONITE,SEHK
19100,1000268783,CTBOCHK@EC2603A,SEHK
19101,1000268943,MBKINGD@EC2604A,SEHK
19102,1000268868,MBAKESO@EC2602A,SEHK
19103,1000268905,MBCRPOW@EC2602A,SEHK
19104,1000268824,BI-HSBC@EC2607A,SEHK
19105,1000268934,BI-HSBC@EC2601B,SEHK
19106,1000268860,BI-CRBH@EC2601A,SEHK
19107,1000268897,BILENOV@EC2603B,SEHK
19108,1000268830,GJXIAMI@EC2511A,SEHK
01950,1000026947,DIWANG IND H,SEHK
19500,1000270028,HUAKESO@EC2601B,SEHK
19501,1000269950,HU-JDHI@EC2604A,SEHK
19503,1000270071,MB-HTSC@EC2602A,SEHK
19504,1000269994,MBESBUY@EC2602A,SEHK
19505,1000270214,HS-HSI @EC2601B,SEHK
19506,1000270100,UBLENOV@EP2601A,SEHK
19507,1000270134,DSPOMRT@EP2512A,SEHK
19508,1000270174,DS-BYD @EP2512A,SEHK
19509,1000270212,DSLAOPU@EC2602B,SEHK
01890,212167,CHINA KEPEI,SEHK
18900,1000268077,UBPICCG@EC2601A,SEHK
18901,1000268187,UB-HSBC@EC2602A,SEHK
18902,1000268149,UBTENCT@EC2601C,SEHK
18903,1000268109,MB-SBPH@EC2608A,SEHK
18904,1000268075,MB-CLIT@EC2604A,SEHK
18905,1000268185,MB-NCI @EC2606A,SEHK
18906,1000268137,CT-BYD @EC2601A,SEHK
18907,1000268099,CT-HSI @EP2601A,SEHK
18908,1000268064,CT-HSI @EC2601A,SEHK
01980,108302,TIANGE,SEHK
19800,1000270863,BP-SMIC@EP2609A,SEHK
19801,1000271079,BP-TRIP@EC2603A,SEHK
19803,1000270936,CICMOLY@EC2608A,SEHK
19804,1000271009,CILININ@EC2605A,SEHK
19805,1000270865,CI-NIO @EC2605B,SEHK
19806,1000271080,CI-WXAT@EC2606B,SEHK
19807,1000271145,HSMTUAN@EC2602A,SEHK
19808,1000271183,HUMEITU@EC2604A,SEHK
19809,1000271223,HUSENTM@EC2603A,SEHK
01970,132089,IMAX CHINA,SEHK
19700,1000270648,MBBAIDU@EC2609A,SEHK
19701,1000270614,SGHUAHO@EC2606A,SEHK
19702,1000270578,SGMTUAN@EC2605A,SEHK
19703,1000270685,SG-BOCL@EC2602A,SEHK
19704,1000270650,SG-WXAT@EC2606A,SEHK
19705,1000270615,SGPOMRT@EC2512C,SEHK
19706,1000270579,SGPOMRT@EP2602A,SEHK
19707,1000270681,HU-KBLH@EC2603A,SEHK
19708,1000270645,HU-PAHT@EC2602B,SEHK
01960,1000010202,TBKS HLDGS,SEHK
19600,1000270336,CT-NIO @EP2605A,SEHK
19601,1000270270,CTLENOV@EC2602A,SEHK
19602,1000270304,CTCLIFE@EP2602B,SEHK
19603,1000270369,CTZHJIN@EC2602A,SEHK
19604,1000270532,MS-CKA @EC2603A,SEHK
19605,1000270441,CTPOMRT@EP2512A,SEHK
19606,1000270398,HS-CKA @EC2603A,SEHK
19607,1000270488,MSPOMRT@EP2601A,SEHK
19608,1000270526,GJPOMRT@EP2601B,SEHK
01930,1000000343,SHINELONG,SEHK
19300,1000269471,MBXTAPI@EC2603A,SEHK
19301,1000269370,MBCCOAL@EC2603B,SEHK
19302,1000269436,MBFOSUN@EC2607A,SEHK
19303,1000269403,HULAOPU@EC2602A,SEHK
19304,1000269470,HU-MGP @EC2602A,SEHK
19305,1000269369,HUBLKSM@EC2602A,SEHK
19306,1000269435,HU-XD  @EC2602A,SEHK
19307,1000269401,GJXIAMI@EC2608A,SEHK
19308,1000269468,CIKUASO@EC2604A,SEHK
01940,1000062362,CGII HLDGS,SEHK
19400,1000269777,BI-HSI @EC2601A,SEHK
19402,1000269869,BI-HSI @EP2601A,SEHK
19403,1000269920,HUJIANC@EC2606A,SEHK
19404,1000269823,DSSPDRG@EC2701A,SEHK
19405,1000269778,CI-PAHT@EC2602A,SEHK
19406,1000269870,CI-ZTO @EC2601A,SEHK
19407,1000269914,CIJIANC@EC2605A,SEHK
19408,1000269835,UBCLIFE@EP2602B,SEHK
20003,1000272005,GJ-HKEX@EP2602A,SEHK
20004,1000271884,BI-HKEX@EC2603A,SEHK
20005,1000271827,BI-CLIT@EC2610A,SEHK
20006,1000271940,BI-BYD @EC2603A,SEHK
20007,1000271998,BI-BYD @EC2609A,SEHK
20008,1000271885,BIUBTEC@EC2601A,SEHK
20100,1000272032,CTMTUAN@EC2603C,SEHK
